timestamp,ambiente_temperature,energy,cost,active_power,voltage,current,internal_temperature
1546304400000,26.9000,0.0503,0.0318,50.3189,220.6307,0.2281,8.2644
1546308000000,26.6000,0.0405,0.0575,40.5134,222.5351,0.1821,8.4829
1546311600000,26.4000,0.0476,0.0876,47.5925,219.5470,0.2168,7.9693
1546315200000,26.5000,0.0441,0.1154,44.0802,218.3443,0.2019,8.4392
1546318800000,26.5000,0.0392,0.1402,39.2278,220.8624,0.1776,7.9294
1546322400000,26.0000,0.0344,0.1620,34.4170,221.9632,0.1551,8.2835
1546326000000,25.6000,0.0470,0.1918,47.0307,221.3541,0.2125,7.8534
1546329600000,25.9000,0.0518,0.2245,51.7850,220.4145,0.2349,8.3954
1546333200000,24.8000,0.0503,0.2563,50.2515,220.1022,0.2283,8.3999
1546336800000,24.8000,0.0331,0.2772,33.1181,219.7275,0.1507,8.1003
1546340400000,25.2000,0.0399,0.3025,39.9314,219.9241,0.1816,7.8703
1546344000000,28.0000,0.0382,0.3267,38.2470,219.1393,0.1745,8.0768
1546347600000,29.4000,0.0397,0.3518,39.7492,219.0257,0.1815,8.0444
1546351200000,29.9000,0.0453,0.3805,45.2517,220.9195,0.2048,8.4577
1546354800000,30.0000,0.0422,0.4071,42.1656,219.9137,0.1917,8.3492
1546358400000,30.6000,0.0567,0.4430,56.7275,220.5785,0.2572,7.8648
1546362000000,30.5000,0.0602,0.4811,60.2313,222.3448,0.2709,8.2367
1546365600000,30.0000,0.0492,0.5122,49.1932,222.0513,0.2215,8.2507
1546369200000,30.2000,0.0461,0.5414,46.0750,220.0660,0.2094,7.6101
1546372800000,29.2000,0.0609,0.5799,60.8758,221.8338,0.2744,8.3975
1546376400000,28.6000,0.0448,0.6082,44.8412,222.5373,0.2015,8.0652
1546380000000,28.1000,0.0588,0.6454,58.8354,220.8015,0.2665,7.7001
1546383600000,27.4000,0.0481,0.6758,48.0696,219.1311,0.2194,8.2756
1546387200000,27.1000,0.0546,0.7104,54.6455,218.9905,0.2495,8.1537
1546390800000,27.0000,0.0482,0.7409,48.2163,217.7063,0.2215,8.5110
1546394400000,27.0000,0.0488,0.7717,48.7637,217.9209,0.2238,8.0741
1546398000000,26.9000,0.0562,0.8073,56.2387,222.2792,0.2530,7.9784
1546401600000,26.0000,0.0531,0.8409,53.0765,220.4091,0.2408,7.6215
1546405200000,25.4000,0.0374,0.8646,37.4454,221.8372,0.1688,7.5744
1546408800000,24.9000,0.0511,0.8969,51.0593,219.5196,0.2326,7.8497
1546412400000,24.5000,0.0353,0.9192,35.3157,219.9911,0.1605,7.8169
1546416000000,24.2000,0.0448,0.9475,44.8265,218.0307,0.2056,7.6066
1546419600000,23.9000,0.0440,0.9754,43.9805,217.8253,0.2019,7.9258
1546423200000,25.6000,0.0491,1.0064,49.0956,217.6637,0.2256,8.3057
1546426800000,27.1000,0.0543,1.0407,54.2654,218.5640,0.2483,8.3341
1546430400000,28.6000,0.0487,1.0715,48.7125,218.4351,0.2230,7.9587
1546434000000,30.5000,0.0421,1.0982,42.0810,220.0832,0.1912,8.3320
1546437600000,30.5000,0.0486,1.1289,48.6264,222.1276,0.2189,8.2940
1546441200000,31.0000,0.0461,1.1581,46.0921,220.8334,0.2087,8.2015
1546444800000,31.2000,0.0586,1.1951,58.5788,221.2802,0.2647,8.0171
1546448400000,31.7000,0.0417,1.2215,41.7246,221.4702,0.1884,7.5314
1546452000000,30.9000,0.0474,1.2515,47.4134,222.0607,0.2135,8.0431
1546455600000,30.6000,0.0661,1.2933,66.0585,219.8348,0.3005,8.5080
1546459200000,29.7000,0.0456,1.3221,45.5566,218.2595,0.2087,8.4560
1546462800000,29.2000,0.0524,1.3552,52.4117,218.4508,0.2399,7.9473
1546466400000,28.3000,0.0582,1.3920,58.1610,220.2059,0.2641,8.2233
1546470000000,27.9000,0.0600,1.4300,59.9713,221.9196,0.2702,8.3380
1546473600000,27.9000,0.0396,1.4550,39.5692,221.7126,0.1785,7.7306
1546477200000,28.1000,0.0540,1.4891,53.9924,219.5645,0.2459,8.1422
1546480800000,28.0000,0.0541,1.5234,54.1404,219.9554,0.2461,8.0392
1546484400000,27.4000,0.0582,1.5602,58.2243,219.0023,0.2659,8.1677
1546488000000,26.7000,0.0388,1.5848,38.8204,218.5082,0.1777,7.9037
1546491600000,26.9000,0.0462,1.6139,46.1520,221.6120,0.2083,7.5477
1546495200000,26.4000,0.0512,1.6463,51.2237,220.2966,0.2325,8.0428
1546498800000,26.7000,0.0461,1.6755,46.0878,221.5792,0.2080,8.4673
1546502400000,26.8000,0.0382,1.6997,38.2046,218.1326,0.1751,8.4723
1546506000000,26.6000,0.0554,1.7347,55.3994,217.8995,0.2542,7.6494
1546509600000,27.0000,0.0435,1.7622,43.4847,218.8712,0.1987,8.1578
1546513200000,29.3000,0.0453,1.7909,45.2952,218.7829,0.2070,8.0922
1546516800000,31.1000,0.0600,1.8288,59.9658,217.6806,0.2755,8.0825
1546520400000,32.7000,0.0618,1.8679,61.8130,221.1354,0.2795,7.7582
1546524000000,36.0000,0.0516,1.9005,51.6321,218.3851,0.2364,7.6663
1546527600000,37.3000,0.0618,1.9396,61.8293,218.0347,0.2836,8.2785
1546531200000,38.3000,0.0608,1.9781,60.8084,221.0045,0.2751,8.4054
1546534800000,39.1000,0.0756,2.0259,75.6011,217.6349,0.3474,7.6818
1546538400000,39.3000,0.0641,2.0664,64.0509,221.5223,0.2891,7.9760
1546542000000,36.1000,0.0608,2.1049,60.7661,222.1972,0.2735,7.8984
1546545600000,33.9000,0.0723,2.1506,72.2956,219.7573,0.3290,7.9390
1546549200000,29.5000,0.0477,2.1808,47.7070,218.6792,0.2182,7.7441
1546552800000,29.0000,0.0489,2.2117,48.8618,220.7652,0.2213,7.8929
1546556400000,27.3000,0.0377,2.2355,37.7124,218.2379,0.1728,7.5958
1546560000000,26.0000,0.0550,2.2703,55.0103,220.8699,0.2491,7.7379
1546563600000,26.4000,0.0495,2.3016,49.4799,218.7731,0.2262,8.0407
1546567200000,25.3000,0.0424,2.3284,42.3696,221.9706,0.1909,8.0235
1546570800000,25.3000,0.0387,2.3529,38.6820,220.7574,0.1752,8.0235
1546574400000,25.4000,0.0532,2.3865,53.2327,220.6996,0.2412,8.1786
1546578000000,25.3000,0.0353,2.4089,35.3126,220.5590,0.1601,8.3544
1546581600000,25.2000,0.0364,2.4319,36.3876,219.9448,0.1654,7.8199
1546585200000,24.6000,0.0398,2.4570,39.7563,222.0543,0.1790,8.1439
1546588800000,24.5000,0.0390,2.4817,38.9763,218.0140,0.1788,7.7763
1546592400000,25.3000,0.0390,2.5064,38.9999,221.0653,0.1764,8.0701
1546596000000,25.1000,0.0420,2.5329,41.9765,220.3983,0.1905,7.8867
1546599600000,25.2000,0.0330,2.5538,33.0050,219.4385,0.1504,8.2005
1546603200000,25.0000,0.0467,2.5833,46.7067,217.6430,0.2146,7.8455
1546606800000,24.4000,0.0426,2.6103,42.6240,218.0123,0.1955,7.6213
1546610400000,25.2000,0.0433,2.6377,43.3055,222.1703,0.1949,7.6537
1546614000000,25.7000,0.0510,2.6699,51.0099,222.1544,0.2296,7.4653
1546617600000,25.4000,0.0356,2.6924,35.5940,221.2648,0.1609,7.9847
1546621200000,25.5000,0.0363,2.7154,36.3038,219.9450,0.1651,8.0716
1546624800000,24.3000,0.0342,2.7371,34.2477,221.5355,0.1546,8.4232
1546628400000,24.2000,0.0415,2.7633,41.5378,218.1270,0.1904,8.0104
1546632000000,24.7000,0.0429,2.7905,42.8639,219.1513,0.1956,8.3167
1546635600000,24.6000,0.0440,2.8183,43.9809,220.3586,0.1996,8.2458
1546639200000,24.2000,0.0377,2.8421,37.7317,221.6934,0.1702,8.2588
1546642800000,24.1000,0.0419,2.8686,41.8800,221.0256,0.1895,8.3389
1546646400000,23.8000,0.0328,2.8894,32.8434,221.8953,0.1480,7.7915
1546650000000,23.5000,0.0427,2.9164,42.7266,222.5330,0.1920,8.1951
1546653600000,23.2000,0.0387,2.9409,38.6808,219.7623,0.1760,8.1232
1546657200000,23.0000,0.0309,2.9605,30.9487,218.6531,0.1415,8.0398
