timestamp,ambiente_temperature,energy,cost,active_power,voltage,current,internal_temperature
1546304400000,26.9000,0.0581,0.0368,58.1403,220.6530,0.2635,7.9997
1546308000000,26.6000,0.0430,0.0640,43.0370,222.4799,0.1934,8.1697
1546311600000,26.4000,0.0444,0.0921,44.3776,219.5929,0.2021,8.3191
1546315200000,26.5000,0.0479,0.1224,47.9190,218.2750,0.2195,7.9791
1546318800000,26.5000,0.0479,0.1527,47.9416,220.9145,0.2170,8.4782
1546322400000,26.0000,0.0502,0.1844,50.2029,221.9175,0.2262,7.6928
1546326000000,25.6000,0.0417,0.2108,41.6675,221.3487,0.1882,7.7544
1546329600000,25.9000,0.0518,0.2436,51.8086,220.3404,0.2351,8.2787
1546333200000,24.8000,0.0447,0.2718,44.6771,220.1176,0.2030,8.4151
1546336800000,24.8000,0.0367,0.2950,36.6851,219.6768,0.1670,7.9564
1546340400000,25.2000,0.0391,0.3198,39.1011,219.9919,0.1777,8.1538
1546344000000,28.0000,0.0591,0.3571,59.0752,219.0955,0.2696,8.4045
1546347600000,29.4000,0.0431,0.3844,43.1316,219.0613,0.1969,7.6287
1546351200000,29.9000,0.0618,0.4235,61.8068,220.8768,0.2798,8.4256
1546354800000,30.0000,0.0480,0.4539,48.0423,219.9347,0.2184,7.7898
1546358400000,30.6000,0.0422,0.4806,42.1816,220.5431,0.1913,8.0065
1546362000000,30.5000,0.0623,0.5199,62.2636,222.2912,0.2801,7.8330
1546365600000,30.0000,0.0560,0.5554,56.0130,221.9739,0.2523,7.6468
1546369200000,30.2000,0.0422,0.5821,42.2432,220.1473,0.1919,7.8092
1546372800000,29.2000,0.0534,0.6159,53.3854,221.8130,0.2407,8.4713
1546376400000,28.6000,0.0437,0.6435,43.7463,222.5111,0.1966,8.0299
1546380000000,28.1000,0.0482,0.6740,48.2030,220.7467,0.2184,7.9640
1546383600000,27.4000,0.0551,0.7089,55.0943,219.1847,0.2514,8.3854
1546387200000,27.1000,0.0584,0.7458,58.3521,218.9960,0.2665,7.8290
1546390800000,27.0000,0.0430,0.7729,42.9830,217.7098,0.1974,7.7972
1546394400000,27.0000,0.0599,0.8108,59.8937,218.0124,0.2747,8.0272
1546398000000,26.9000,0.0598,0.8487,59.8499,222.3525,0.2692,7.7380
1546401600000,26.0000,0.0380,0.8727,38.0416,220.4651,0.1726,7.8711
1546405200000,25.4000,0.0469,0.9024,46.8553,221.8640,0.2112,8.4155
1546408800000,24.9000,0.0456,0.9313,45.6437,219.5618,0.2079,8.5316
1546412400000,24.5000,0.0509,0.9634,50.9044,219.9485,0.2314,7.7427
1546416000000,24.2000,0.0342,0.9850,34.1529,218.0596,0.1566,8.3061
1546419600000,23.9000,0.0420,1.0116,41.9748,217.8618,0.1927,8.0827
1546423200000,25.6000,0.0393,1.0365,39.3128,217.7249,0.1806,8.2557
1546426800000,27.1000,0.0586,1.0735,58.6025,218.4967,0.2682,8.5182
1546430400000,28.6000,0.0531,1.1071,53.0584,218.3841,0.2430,8.0946
1546434000000,30.5000,0.0427,1.1341,42.7316,220.0995,0.1941,8.1697
1546437600000,30.5000,0.0553,1.1691,55.2541,222.1667,0.2487,8.5170
1546441200000,31.0000,0.0428,1.1961,42.8039,220.8395,0.1938,8.1823
1546444800000,31.2000,0.0431,1.2234,43.1466,221.3171,0.1950,7.8981
1546448400000,31.7000,0.0652,1.2647,65.2305,221.4275,0.2946,7.7269
1546452000000,30.9000,0.0672,1.3072,67.2005,222.0646,0.3026,8.2428
1546455600000,30.6000,0.0605,1.3454,60.4893,219.8309,0.2752,7.6031
1546459200000,29.7000,0.0660,1.3872,65.9984,218.2881,0.3023,8.3311
1546462800000,29.2000,0.0439,1.4150,43.9401,218.4148,0.2012,7.7581
1546466400000,28.3000,0.0478,1.4452,47.8300,220.2118,0.2172,7.9018
1546470000000,27.9000,0.0404,1.4708,40.4275,221.8930,0.1822,7.7746
1546473600000,27.9000,0.0496,1.5022,49.6018,221.7108,0.2237,8.2273
1546477200000,28.1000,0.0425,1.5291,42.4951,219.5665,0.1935,8.0568
1546480800000,28.0000,0.0576,1.5655,57.6203,220.0148,0.2619,8.4986
1546484400000,27.4000,0.0459,1.5945,45.8739,218.9266,0.2095,7.7502
1546488000000,26.7000,0.0503,1.6263,50.2515,218.4650,0.2300,7.6363
1546491600000,26.9000,0.0479,1.6566,47.9453,221.6121,0.2163,7.6630
1546495200000,26.4000,0.0414,1.6828,41.4186,220.2965,0.1880,8.3389
1546498800000,26.7000,0.0479,1.7131,47.9121,221.5548,0.2163,8.3018
1546502400000,26.8000,0.0460,1.7422,45.9961,218.1057,0.2109,7.6439
1546506000000,26.6000,0.0525,1.7754,52.4759,217.9293,0.2408,8.0094
1546509600000,27.0000,0.0585,1.8124,58.4785,218.9241,0.2671,7.8301
1546513200000,29.3000,0.0413,1.8385,41.3468,218.7497,0.1890,8.1407
1546516800000,31.1000,0.0665,1.8806,66.5202,217.6806,0.3056,7.8532
1546520400000,32.7000,0.0644,1.9214,64.4407,221.1317,0.2914,8.1610
1546524000000,36.0000,0.0738,1.9680,73.8017,218.3885,0.3379,7.5152
1546527600000,37.3000,0.0616,2.0070,61.5673,218.0333,0.2824,7.9655
1546531200000,38.3000,0.0562,2.0426,56.2267,220.9686,0.2545,8.1910
1546534800000,39.1000,0.0731,2.0888,73.0872,217.6956,0.3357,8.4079
1546538400000,39.3000,0.0719,2.1342,71.8609,221.5351,0.3244,8.1863
1546542000000,36.1000,0.0657,2.1758,65.6531,222.2172,0.2954,8.2248
1546545600000,33.9000,0.0525,2.2089,52.4783,219.8376,0.2387,8.0176
1546549200000,29.5000,0.0573,2.2452,57.2715,218.6245,0.2620,8.1138
1546552800000,29.0000,0.0480,2.2755,47.9955,220.7934,0.2174,8.3800
1546556400000,27.3000,0.0592,2.3130,59.2402,218.2648,0.2714,8.0438
1546560000000,26.0000,0.0473,2.3429,47.2572,220.8958,0.2139,8.4112
1546563600000,26.4000,0.0367,2.3661,36.6824,218.7703,0.1677,8.4335
1546567200000,25.3000,0.0356,2.3886,35.5751,221.9068,0.1603,7.9222
1546570800000,25.3000,0.0375,2.4123,37.5450,220.7525,0.1701,8.4372
1546574400000,25.4000,0.0398,2.4375,39.8369,220.7133,0.1805,7.8584
1546578000000,25.3000,0.0366,2.4607,36.6325,220.5369,0.1661,7.8274
1546581600000,25.2000,0.0469,2.4904,46.9226,219.9946,0.2133,8.2622
1546585200000,24.6000,0.0541,2.5246,54.0764,222.1117,0.2435,7.6004
1546588800000,24.5000,0.0542,2.5588,54.1554,217.9883,0.2484,7.9735
1546592400000,25.3000,0.0471,2.5886,47.0663,221.0355,0.2129,7.7234
1546596000000,25.1000,0.0523,2.6217,52.2795,220.4033,0.2372,7.7802
1546599600000,25.2000,0.0406,2.6473,40.5946,219.4287,0.1850,7.7254
1546603200000,25.0000,0.0365,2.6704,36.5286,217.5737,0.1679,8.1661
1546606800000,24.4000,0.0373,2.6940,37.2677,217.9685,0.1710,7.8713
1546610400000,25.2000,0.0562,2.7296,56.2167,222.1796,0.2530,7.7515
1546614000000,25.7000,0.0401,2.7550,40.1421,222.1144,0.1807,7.6281
1546617600000,25.4000,0.0496,2.7864,49.6404,221.2829,0.2243,7.4611
1546621200000,25.5000,0.0567,2.8222,56.6963,219.9489,0.2578,8.2178
1546624800000,24.3000,0.0420,2.8488,42.0145,221.5193,0.1897,8.3448
1546628400000,24.2000,0.0502,2.8806,50.2090,218.0467,0.2303,8.3557
1546632000000,24.7000,0.0369,2.9039,36.8701,219.2184,0.1682,8.1361
1546635600000,24.6000,0.0429,2.9310,42.9248,220.3569,0.1948,7.4706
1546639200000,24.2000,0.0349,2.9531,34.9082,221.6700,0.1575,7.4639
1546642800000,24.1000,0.0457,2.9820,45.6649,221.0448,0.2066,7.4662
1546646400000,23.8000,0.0522,3.0150,52.2490,221.9311,0.2354,8.0073
1546650000000,23.5000,0.0364,3.0380,36.3594,222.4862,0.1634,7.6302
1546653600000,23.2000,0.0341,3.0596,34.1179,219.8250,0.1552,8.1064
1546657200000,23.0000,0.0368,3.0829,36.7829,218.6113,0.1683,8.1969
1546660800000,23.1000,0.0470,3.1126,47.0124,220.7592,0.2130,8.0509
1546664400000,23.0000,0.0340,3.1341,34.0493,220.7686,0.1542,7.9485
1546668000000,23.0000,0.0356,3.1566,35.5760,218.9517,0.1625,8.0865
1546671600000,23.0000,0.0506,3.1886,50.5601,221.7998,0.2280,8.0301
1546675200000,23.4000,0.0522,3.2216,52.1908,221.0160,0.2361,8.3139
1546678800000,23.6000,0.0355,3.2441,35.5358,220.7004,0.1610,8.0775
1546682400000,23.7000,0.0505,3.2760,50.4996,219.1969,0.2304,7.5999
1546686000000,24.2000,0.0431,3.3033,43.0715,218.9741,0.1967,7.8142
1546689600000,24.3000,0.0448,3.3316,44.7612,219.2040,0.2042,8.0976
1546693200000,22.9000,0.0408,3.3574,40.8015,218.1238,0.1871,7.8901
1546696800000,23.1000,0.0460,3.3865,45.9930,222.0137,0.2072,7.9284
1546700400000,23.8000,0.0457,3.4154,45.7491,221.9812,0.2061,7.5204
1546704000000,25.1000,0.0367,3.4387,36.7459,220.7844,0.1664,8.0876
1546707600000,24.8000,0.0496,3.4701,49.6105,222.4718,0.2230,8.1802
1546711200000,24.7000,0.0478,3.5003,47.7784,222.3183,0.2149,8.3549
1546714800000,26.2000,0.0545,3.5348,54.5409,219.1624,0.2489,7.8409
1546718400000,24.9000,0.0334,3.5559,33.4373,221.8161,0.1507,7.7661
1546722000000,24.4000,0.0350,3.5781,35.0369,221.5584,0.1581,8.1618
1546725600000,24.3000,0.0533,3.6118,53.3136,219.8447,0.2425,7.5106
1546729200000,24.1000,0.0459,3.6408,45.8896,221.8572,0.2068,8.2455
1546732800000,24.3000,0.0459,3.6699,45.9382,221.0928,0.2078,8.3434
1546736400000,24.1000,0.0358,3.6925,35.8298,221.4072,0.1618,7.9637
1546740000000,24.1000,0.0500,3.7242,50.0121,221.7104,0.2256,8.2528
1546743600000,23.2000,0.0466,3.7536,46.5838,220.5941,0.2112,8.1244
1546747200000,22.8000,0.0334,3.7748,33.4477,218.5173,0.1531,8.0619
1546750800000,22.3000,0.0406,3.8005,40.5927,219.4148,0.1850,7.6120
1546754400000,21.9000,0.0355,3.8229,35.5344,217.9867,0.1630,8.3181
1546758000000,22.0000,0.0418,3.8494,41.7757,218.3450,0.1913,7.9279
1546761600000,22.1000,0.0425,3.8762,42.4967,218.0061,0.1949,8.1267
1546765200000,21.8000,0.0342,3.8979,34.1870,218.8884,0.1562,7.8693
1546768800000,22.6000,0.0496,3.9292,49.6045,218.2401,0.2273,8.2580
1546772400000,23.5000,0.0454,3.9580,45.4487,220.8453,0.2058,8.3982
1546776000000,25.6000,0.0448,3.9863,44.8033,218.2873,0.2052,8.0291
1546779600000,26.9000,0.0454,4.0150,45.4026,218.7954,0.2075,8.1942
1546783200000,27.3000,0.0498,4.0465,49.7806,218.7681,0.2275,7.9874
1546786800000,30.0000,0.0601,4.0845,60.0830,218.8462,0.2745,8.3336
1546790400000,29.6000,0.0580,4.1212,58.0355,218.0526,0.2662,7.7900
1546794000000,29.2000,0.0402,4.1467,40.1954,217.7891,0.1846,7.5961
1546797600000,29.2000,0.0457,4.1756,45.7035,219.4703,0.2082,8.2597
1546801200000,29.8000,0.0592,4.2130,59.2334,218.9306,0.2706,7.5919
1546804800000,28.4000,0.0495,4.2444,49.5325,218.0056,0.2272,7.5569
1546808400000,28.1000,0.0545,4.2788,54.4513,221.0365,0.2463,7.6691
1546812000000,27.0000,0.0368,4.3021,36.8467,222.1961,0.1658,8.0538
1546815600000,26.4000,0.0493,4.3333,49.2983,217.5595,0.2266,7.8021
1546819200000,26.5000,0.0476,4.3634,47.5883,219.6981,0.2166,7.5711
1546822800000,25.1000,0.0473,4.3933,47.2874,221.2420,0.2137,7.4763
1546826400000,24.4000,0.0412,4.4194,41.2141,221.8528,0.1858,8.1692
1546830000000,24.4000,0.0421,4.4460,42.0982,218.6943,0.1925,7.7867
1546833600000,24.5000,0.0496,4.4774,49.6073,220.8635,0.2246,7.6932
1546837200000,24.1000,0.0439,4.5051,43.8992,220.9962,0.1986,8.0321
1546840800000,24.3000,0.0441,4.5330,44.0907,222.0798,0.1985,7.6844
1546844400000,24.6000,0.0367,4.5562,36.6685,218.9752,0.1675,8.2072
